month,state,district,enrol_age_0_5,enrol_age_5_17,enrol_age_18_greater,demo_demo_age_5_17,demo_demo_age_17_,bio_bio_age_5_17,bio_bio_age_17_,total_bio_updates,total_demo_updates,total_enrolments,norm_bio,norm_demo,norm_enrol,stress_score_raw,stress_score,risk_category,z_score,is_anomaly
2025-03-01,Andhra Pradesh,Khammam,0.0,0.0,0.0,431.0,4962.0,1070.0,2855.0,3925.0,5393.0,0.0,0.0440922060706823,0.0403516647961092,0.0,0.0297423818671057,2.9742381867105703,Green,-0.5609310959597886,False
2025-03-01,Andhra Pradesh,Krishna,0.0,0.0,0.0,1711.0,21831.0,16816.0,9887.0,26703.0,23542.0,0.0,0.2999730391606192,0.1761466517022072,0.0,0.1728332111749098,17.283321117490985,Green,0.4383722200159254,False
2025-03-01,Andhra Pradesh,Kurnool,0.0,0.0,0.0,3650.0,31715.0,27662.0,10576.0,38238.0,35365.0,0.0,0.4295535734345862,0.2646090534979424,0.0,0.2512041454232172,25.12041454232172,Green,0.07295060128394916,False
2025-03-01,Andhra Pradesh,Mahabub Nagar,0.0,0.0,0.0,26.0,184.0,45.0,269.0,314.0,210.0,0.0,0.0035273764856545,0.0015712682379349,0.0,0.0018823310656423,0.1882331065642306,Green,-0.7746149068459425,False
2025-03-01,Andhra Pradesh,Mahbubnagar,0.0,0.0,0.0,169.0,1133.0,274.0,1114.0,1388.0,1302.0,0.0,0.0155923521085623,0.0097418630751964,0.0,0.0091594997659838,0.9159499765983848,Green,-0.3569409438410894,False
2025-03-01,Andhra Pradesh,Medak,0.0,0.0,0.0,215.0,1387.0,421.0,1488.0,1909.0,1602.0,0.0,0.0214451009908108,0.0119865319865319,0.0,0.0121739999922839,1.2173999992283933,Green,-0.878261239711074,False
2025-03-01,Andhra Pradesh,N. T. R,0.0,0.0,0.0,775.0,6936.0,380.0,740.0,1120.0,7711.0,0.0,0.012581725044373,0.0576954732510288,0.0,0.0223413319930578,2.234133199305786,Green,0.7245611758977217,False
2025-03-01,Andhra Pradesh,Nalgonda,0.0,0.0,0.0,146.0,2240.0,292.0,1601.0,1893.0,2386.0,0.0,0.0212653620616055,0.0178526000748222,0.0,0.0138619248470888,1.3861924847088898,Green,-1.0787141399931943,False
2025-03-01,Andhra Pradesh,Nandyal,0.0,0.0,0.0,339.0,2135.0,283.0,280.0,563.0,2474.0,0.0,0.0063245635714125,0.018511036288814,0.0,0.0080831363152092,0.8083136315209228,Green,-1.222573902402298,False
2025-03-01,Andhra Pradesh,Nellore,0.0,0.0,0.0,944.0,16115.0,5113.0,6240.0,11353.0,17059.0,0.0,0.1275360039542564,0.1276393565282454,0.0,0.0893062085401762,8.930620854017619,Green,-0.8530945068322555,False
2025-03-01,Andhra Pradesh,Nizamabad,0.0,0.0,0.0,53.0,476.0,233.0,677.0,910.0,529.0,0.0,0.0102226515985531,0.003958099513655,0.0,0.0052764904935177,0.527649049351776,Green,-0.9153078484366446,False
2025-03-01,Andhra Pradesh,Palnadu,0.0,0.0,0.0,323.0,2765.0,293.0,311.0,604.0,3088.0,0.0,0.0067851445775011,0.0231051253273475,0.0,0.0096455954292047,0.9645595429204736,Green,-0.6509788824600344,False
2025-03-01,Andhra Pradesh,Parvathipuram Manyam,0.0,0.0,0.0,201.0,1664.0,362.0,487.0,849.0,1865.0,0.0,0.0095373969309577,0.0139543583988028,0.0,0.0080012662920239,0.8001266292023967,Green,-0.45439801302468535,False
2025-03-01,Andhra Pradesh,Prakasam,0.0,0.0,0.0,2116.0,27970.0,11991.0,7242.0,19233.0,30086.0,0.0,0.2160574265878811,0.2251103628881406,0.0,0.1539560795015946,15.395607950159462,Green,-0.013718617158374961,False
2025-03-01,Andhra Pradesh,Rangareddi,0.0,0.0,0.0,463.0,3060.0,1114.0,5136.0,6250.0,3523.0,0.0,0.0702105192208317,0.0263598952487841,0.0,0.0359921762629679,3.599217626296794,Green,-0.12593732183830333,False
2025-03-01,Andhra Pradesh,Spsr Nellore,43.0,44.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0083591554370541,0.0025077466311162,0.2507746631116235,Green,-0.9928916692735573,False
2025-03-01,Andhra Pradesh,Sri Potti Sriramulu Nellore,0.0,0.0,0.0,392.0,2890.0,110.0,172.0,282.0,3282.0,0.0,0.0031678986272439,0.0245566778900112,0.0,0.0086341628179009,0.8634162817900939,Green,-0.7486151439841293,False
2025-03-01,Andhra Pradesh,Sri Sathya Sai,0.0,0.0,0.0,535.0,2386.0,738.0,463.0,1201.0,2921.0,0.0,0.013491653373475,0.021855592966704,0.0,0.0119533392394012,1.1953339239401233,Green,-0.1921534484621629,False
2025-03-01,Andhra Pradesh,Srikakulam,0.0,0.0,0.0,5275.0,37687.0,22984.0,6997.0,29981.0,42962.0,0.0,0.336797052281561,0.3214515525626636,0.0,0.2311542866814235,23.11542866814235,Green,2.0750220066121883,True
2025-03-01,Andhra Pradesh,Tirupati,0.0,0.0,0.0,478.0,4139.0,268.0,382.0,650.0,4617.0,0.0,0.0073018939989665,0.0345454545454545,0.0,0.0132843939632229,1.3284393963222962,Green,-0.5693221536306784,False
2025-03-01,Andhra Pradesh,Visakhapatnam,0.0,0.0,0.0,3222.0,36984.0,21850.0,15143.0,36993.0,40206.0,0.0,0.4155676380057965,0.3008305274971941,0.0,0.2564762134514768,25.647621345147687,Green,0.8332260891154367,False
2025-03-01,Andhra Pradesh,Vizianagaram,0.0,0.0,0.0,2141.0,20324.0,11966.0,6473.0,18439.0,22465.0,0.0,0.2071378822260666,0.1680882903105125,0.0,0.1332816399835804,13.328163998358042,Green,0.9861751301598897,False
2025-03-01,Andhra Pradesh,Warangal,0.0,0.0,0.0,728.0,6167.0,1215.0,4034.0,5249.0,6895.0,0.0,0.0589656024624233,0.051589973812196,0.0,0.0390632331286281,3.906323312862814,Green,-0.5149844912520984,False
2025-03-01,Andhra Pradesh,West Godavari,0.0,0.0,0.0,2189.0,27673.0,15662.0,9674.0,25336.0,29862.0,0.0,0.2846165943966389,0.2234343434343434,0.0,0.1808769407889585,18.087694078895854,Green,0.8749254871793176,False
2025-03-01,Andhra Pradesh,Y. S. R,0.0,0.0,0.0,274.0,1877.0,259.0,301.0,560.0,2151.0,0.0,0.0062908625221865,0.016094276094276,0.0,0.0073446278371574,0.7344627837157438,Green,-1.5519801265519346,False
2025-03-01,Arunachal Pradesh,Anjaw,0.0,0.0,0.0,24.0,210.0,55.0,79.0,134.0,234.0,0.0,0.0015053135320946,0.0017508417508417,0.0,0.0011273779380903,0.1127377938090378,Green,0.717788505388176,False
2025-03-01,Arunachal Pradesh,Changlang,0.0,0.0,0.0,73.0,1120.0,483.0,339.0,822.0,1193.0,0.0,0.0092340874879237,0.0089263000374111,0.0,0.0063715250063928,0.6371525006392861,Green,-0.18985131794702154,False
2025-03-01,Arunachal Pradesh,Dibang Valley,0.0,0.0,0.0,0.0,0.0,15.0,41.0,56.0,0.0,0.0,0.0006290862522186,0.0,0.0,0.0002516345008874,0.025163450088746,Green,-0.17709616731690525,False
2025-03-01,Arunachal Pradesh,East Kameng,0.0,0.0,0.0,0.0,0.0,189.0,244.0,433.0,0.0,0.0,0.0048641847716192,0.0,0.0,0.0019456739086476,0.1945673908647689,Green,-0.6485134229663655,False
2025-03-01,Arunachal Pradesh,East Siang,0.0,0.0,0.0,19.0,151.0,134.0,131.0,265.0,170.0,0.0,0.0029769260149632,0.0012719790497568,0.0,0.0015723641209123,0.1572364120912354,Green,-0.6765775256401577,False
2025-03-01,Arunachal Pradesh,Kra Daadi,0.0,0.0,0.0,26.0,105.0,75.0,122.0,197.0,131.0,0.0,0.0022130355658406,0.0009801720912832,0.0,0.0011792658537212,0.1179265853721207,Green,0.8485949058233748,False
2025-03-01,Arunachal Pradesh,Kurung Kumey,0.0,0.0,0.0,0.0,0.0,93.0,536.0,629.0,0.0,0.0,0.0070659866543845,0.0,0.0,0.0028263946617538,0.2826394661753802,Green,1.319556586892208,False
2025-03-01,Arunachal Pradesh,Lohit,0.0,0.0,0.0,30.0,234.0,100.0,364.0,464.0,264.0,0.0,0.0052124289469545,0.0019753086419753,0.0,0.0026775641713744,0.2677564171374412,Green,-0.11051175289476826,False
2025-03-01,Arunachal Pradesh,Longding,0.0,0.0,0.0,45.0,285.0,133.0,129.0,262.0,330.0,0.0,0.0029432249657372,0.0024691358024691,0.0,0.0019180307270356,0.1918030727035647,Green,-0.5292895099497781,False
2025-03-01,Arunachal Pradesh,Lower Dibang Valley,0.0,0.0,0.0,36.0,249.0,80.0,117.0,197.0,285.0,0.0,0.0022130355658406,0.0021324354657687,0.0,0.0015249448660668,0.1524944866066886,Green,-0.20463131389749434,False
2025-03-01,Arunachal Pradesh,Lower Siang,0.0,0.0,0.0,22.0,66.0,26.0,12.0,38.0,88.0,0.0,0.0004268799568626,0.0006584362139917,0.0,0.0003682828469425,0.0368282846942593,Green,-0.4364166118823421,False
2025-03-01,Arunachal Pradesh,Lower Subansiri,0.0,0.0,0.0,41.0,280.0,81.0,128.0,209.0,321.0,0.0,0.0023478397627446,0.002401795735129,0.0,0.0016596746256365,0.1659674625636565,Green,-0.4409765270547683,False
2025-03-01,Arunachal Pradesh,Namsai,0.0,0.0,0.0,50.0,553.0,213.0,274.0,487.0,603.0,0.0,0.0054708036576872,0.0045117845117845,0.0,0.0035418568166102,0.3541856816610237,Green,-0.3010316443532318,False
2025-03-01,Arunachal Pradesh,Pakke Kessang,0.0,0.0,0.0,0.0,0.0,12.0,6.0,18.0,0.0,0.0,0.0002022062953559,0.0,0.0,8.088251814239817e-05,0.0080882518142398,Green,-0.5492536460990107,False
2025-03-01,Arunachal Pradesh,Papum Pare,0.0,0.0,0.0,163.0,1311.0,345.0,717.0,1062.0,1474.0,0.0,0.0119301714260037,0.0110288065843621,0.0,0.0080807105457101,0.8080710545710132,Green,0.4973403122294812,False
2025-03-01,Arunachal Pradesh,Shi-Yomi,0.0,0.0,0.0,0.0,0.0,14.0,12.0,26.0,0.0,0.0,0.0002920757599586,0.0,0.0,0.0001168303039834,0.0116830303983464,Green,-0.5620177980893034,False
2025-03-01,Arunachal Pradesh,Siang,0.0,0.0,0.0,25.0,159.0,54.0,63.0,117.0,184.0,0.0,0.0013143409198139,0.0013767302656191,0.0,0.0009387554476113,0.0938755447611334,Green,-0.23912211216493653,False
2025-03-01,Arunachal Pradesh,Tawang,0.0,0.0,0.0,27.0,117.0,120.0,78.0,198.0,144.0,0.0,0.0022242692489159,0.001077441077441,0.0,0.0012129400227987,0.1212940022798703,Green,-0.6075404997266789,False
2025-03-01,Arunachal Pradesh,Tirap,0.0,0.0,0.0,18.0,235.0,61.0,41.0,102.0,253.0,0.0,0.0011458356736839,0.0018930041152263,0.0,0.0010262355040414,0.102623550404149,Green,-0.46870375003430315,False
2025-03-01,Arunachal Pradesh,Upper Siang,0.0,0.0,0.0,12.0,40.0,53.0,72.0,125.0,52.0,0.0,0.0014042103844166,0.0003890759446315,0.0,0.0006784069371561,0.0678406937156104,Green,-0.820599673065166,False
2025-03-01,Arunachal Pradesh,Upper Subansiri,0.0,0.0,0.0,106.0,570.0,217.0,342.0,559.0,676.0,0.0,0.0062796288391111,0.0050579872802095,0.0,0.0040292477197073,0.4029247719707327,Green,1.8014956407985414,False
2025-03-01,Arunachal Pradesh,West Kameng,0.0,0.0,0.0,25.0,116.0,188.0,425.0,613.0,141.0,0.0,0.0068862477251791,0.0010549943883277,0.0,0.0030709974065699,0.3070997406569987,Green,-1.1130934693773986,False
2025-03-01,Arunachal Pradesh,West Siang,0.0,0.0,0.0,110.0,1156.0,212.0,175.0,387.0,1266.0,0.0,0.0043474353501539,0.0094725028058361,0.0,0.0045807249818124,0.4580724981812402,Green,0.43219609117291125,False
2025-03-01,Assam,Baksa,11.0,14.0,13.0,397.0,4438.0,1333.0,527.0,1860.0,4835.0,38.0,0.0208946505201195,0.036176580621025,0.0027383440224832,0.0200323376011003,2.0032337601100303,Green,-0.17308347616784103,False
2025-03-01,Assam,Barpeta,24.0,34.0,10.0,821.0,9181.0,8751.0,2053.0,10804.0,10002.0,68.0,0.1213687119458985,0.0748372615039281,0.0049001945665489,0.0724687215995025,7.246872159950257,Green,-0.6525293509668391,False
2025-03-01,Assam,Biswanath,0.0,0.0,0.0,227.0,2732.0,524.0,317.0,841.0,2959.0,0.0,0.0094475274663551,0.0221399176954732,0.0,0.010420986295184,1.0420986295184025,Green,-0.051961061344477984,False
2025-03-01,Assam,Bongaigaon,25.0,33.0,31.0,699.0,8681.0,3011.0,1170.0,4181.0,9380.0,89.0,0.0469680289379676,0.070183314627759,0.0064134899473949,0.0417662529477332,4.176625294773325,Green,0.5097173814953726,False
2025-03-01,Assam,Cachar,0.0,0.0,0.0,1234.0,10000.0,1988.0,2199.0,4187.0,11234.0,0.0,0.0470354310364196,0.0840553684998129,0.0,0.0440307829645117,4.403078296451173,Green,-1.0453265000228646,False
2025-03-01,Assam,Charaideo,0.0,0.0,0.0,145.0,1953.0,415.0,202.0,617.0,2098.0,0.0,0.0069311824574805,0.0156977179199401,0.0,0.0074817883589742,0.7481788358974246,Green,-0.42535896400068773,False
2025-03-01,Assam,Chirang,12.0,29.0,15.0,179.0,1711.0,1611.0,679.0,2290.0,1890.0,56.0,0.0257251342425127,0.0141414141414141,0.0040354543489226,0.0157431142441061,1.5743114244106144,Green,-0.9018893967436609,False
2025-03-01,Assam,Darrang,0.0,0.0,0.0,661.0,5819.0,663.0,942.0,1605.0,6480.0,0.0,0.0180300613359095,0.0484848484848484,0.0,0.0217574790798183,2.1757479079818385,Green,-0.8251188575004633,False
2025-03-01,Assam,Dhemaji,20.0,46.0,19.0,534.0,5979.0,1622.0,834.0,2456.0,6513.0,85.0,0.027589925633018,0.0487317620650953,0.0061252432081862,0.0274930718351916,2.7493071835191696,Green,-0.3290666066158551,False
2025-03-01,Assam,Dhubri,89.0,229.0,98.0,1070.0,10824.0,6765.0,1655.0,8420.0,11894.0,416.0,0.0945876114943045,0.0889936401047512,0.0299776608777113,0.0735264348924605,7.352643489246057,Green,-0.16711097021159949,False
2025-03-01,Assam,Dibrugarh,10.0,12.0,14.0,338.0,5542.0,1444.0,2315.0,3759.0,5880.0,36.0,0.042227414680177,0.0439955106621773,0.0025942206528788,0.0308678852665876,3.086788526658767,Green,-0.4057332236852935,False
2025-03-01,Assam,Goalpara,0.0,0.0,0.0,768.0,6461.0,715.0,734.0,1449.0,7229.0,0.0,0.0162776067761576,0.0540890385334829,0.0,0.0227377542705079,2.273775427050794,Green,-0.9750735394471879,False
2025-03-01,Assam,Golaghat,0.0,0.0,0.0,587.0,8416.0,704.0,704.0,1408.0,9003.0,0.0,0.0158170257700689,0.0673625140291807,0.0,0.0265355645167817,2.6535564516781798,Green,-1.0648336573654211,False
2025-03-01,Assam,Hailakandi,0.0,0.0,0.0,211.0,1822.0,355.0,439.0,794.0,2033.0,0.0,0.0089195443618144,0.0152113729891507,0.0,0.008131229641471,0.8131229641471015,Green,-1.1230678365750508,False
2025-03-01,Assam,Hojai,27.0,42.0,20.0,319.0,3439.0,1585.0,1239.0,2824.0,3758.0,89.0,0.0317239210047406,0.0281182192293303,0.0064134899473949,0.0230490811549138,2.304908115491384,Green,-0.7895992650019981,False
2025-03-01,Assam,Jorhat,0.0,0.0,0.0,320.0,5231.0,867.0,571.0,1438.0,5551.0,0.0,0.0161540362623289,0.0415338570894126,0.0,0.0189217716317553,1.8921771631755384,Green,-0.45378735323258995,False
2025-03-01,Assam,Kamrup,13.0,20.0,13.0,319.0,5222.0,2602.0,1197.0,3799.0,5541.0,46.0,0.0426767620031903,0.0414590347923681,0.0033148375009007,0.0305028664892568,3.050286648925681,Green,-0.8752032157581948,False
2025-03-01,Assam,Kamrup Metro,0.0,0.0,0.0,579.0,5320.0,1936.0,1525.0,3461.0,5899.0,0.0,0.0388797771237277,0.0441376730265619,0.0,0.0287932127574596,2.8793212757459687,Green,-0.3922949985973842,False
2025-03-01,Assam,Karbi Anglong,0.0,0.0,0.0,675.0,6192.0,1984.0,1047.0,3031.0,6867.0,0.0,0.0340492934013345,0.0513804713804713,0.0,0.0290338587746752,2.903385877467524,Green,-0.7268105678022336,False
2025-03-01,Assam,Karimganj,0.0,0.0,0.0,567.0,5374.0,963.0,859.0,1822.0,5941.0,0.0,0.0204677705632568,0.0444519266741488,0.0,0.0215226862275474,2.1522686227547414,Green,-1.1166659200281184,False
2025-03-01,Assam,Kokrajhar,91.0,169.0,80.0,538.0,3272.0,3407.0,873.0,4280.0,3810.0,340.0,0.0480801635624255,0.0285072951739618,0.0245009728327448,0.0351345458269822,3.513454582698224,Green,0.5145421048681891,False
2025-03-01,Assam,Lakhimpur,25.0,34.0,42.0,577.0,9766.0,1470.0,1353.0,2823.0,10343.0,101.0,0.0317126873216652,0.0773887018331462,0.0072782301650212,0.0380851545281163,3.808515452811638,Green,-0.1774708101204538,False
2025-03-01,Assam,Majuli,0.0,0.0,0.0,55.0,569.0,343.0,101.0,444.0,624.0,0.0,0.0049877552854478,0.004668911335578,0.0,0.0033957755148525,0.3395775514852555,Green,-0.16593854249200798,False
2025-03-01,Assam,Marigaon,117.0,184.0,245.0,1006.0,7948.0,2305.0,1218.0,3523.0,8954.0,546.0,0.0395762654743984,0.0669958847736625,0.0393456799019961,0.0477329755924569,4.773297559245697,Green,-0.2476827349227818,False
2025-03-01,Assam,Nagaon,19.0,15.0,22.0,1216.0,16723.0,3208.0,5081.0,8289.0,17939.0,56.0,0.0931159990114358,0.1342237186681631,0.0040354543489226,0.0787241515097,7.872415150970008,Green,-0.5875350582585677,False
2025-03-01,Assam,Nalbari,0.0,0.0,0.0,509.0,4658.0,2028.0,335.0,2363.0,5167.0,0.0,0.026545193107012,0.0386606808829031,0.0,0.0222162815076757,2.221628150767576,Green,-0.13828222485615008,False
2025-03-01,Assam,North Cachar Hills,0.0,0.0,0.0,74.0,648.0,79.0,104.0,183.0,722.0,0.0,0.0020557640027859,0.0054021698466142,0.0,0.0024429565550986,0.2442956555098668,Green,-0.859001057138573,False
2025-03-01,Assam,Sibsagar,0.0,0.0,0.0,146.0,1460.0,801.0,310.0,1111.0,1606.0,0.0,0.012480621896695,0.0120164609053497,0.0,0.0085971870302829,0.8597187030282959,Green,-0.8292545868222259,False
2025-03-01,Assam,Sonitpur,10.0,28.0,43.0,802.0,9796.0,1830.0,1158.0,2988.0,10598.0,81.0,0.0335662450290952,0.0792966704077815,0.0058369964689774,0.0389665980746657,3.8966598074665786,Green,-0.34809291947023324,False
2025-03-01,Assam,South Salmara Mankachar,0.0,0.0,0.0,197.0,3153.0,249.0,133.0,382.0,3350.0,0.0,0.0042912669347772,0.0250654695099139,0.0,0.009236147626885,0.923614762688508,Green,-0.28316007489184014,False
2025-03-01,Assam,Tinsukia,84.0,170.0,101.0,499.0,7786.0,1135.0,846.0,1981.0,8285.0,355.0,0.0222539261722348,0.0619902731013842,0.0255818981047776,0.0351732218307425,3.51732218307425,Green,-0.19141477736473578,False
2025-03-01,Assam,Udalguri,10.0,46.0,34.0,367.0,4869.0,2332.0,951.0,3283.0,5236.0,90.0,0.0368801815363184,0.0391769547325102,0.0064855516321971,0.0284508245239396,2.8450824523939637,Green,0.11023879204130518,False
2025-03-01,Assam,West Karbi Anglong,0.0,0.0,0.0,56.0,360.0,76.0,159.0,235.0,416.0,0.0,0.0026399155227032,0.003112607557052,0.0,0.0019897484761969,0.198974847619691,Green,-1.6063470366971928,False
2025-03-01,Bihar,Araria,0.0,0.0,0.0,2774.0,32707.0,13043.0,13990.0,27033.0,35481.0,0.0,0.3036801545754791,0.2654769921436588,0.0,0.2011151594732892,20.11151594732893,Green,0.8117313318697772,False
2025-03-01,Bihar,Arwal,0.0,0.0,0.0,558.0,5961.0,1438.0,3294.0,4732.0,6519.0,0.0,0.0531577883124761,0.0487766554433221,0.0,0.035896111957987,3.5896111957987085,Green,0.3526317503451948,False
2025-03-01,Bihar,Aurangabad,0.0,0.0,0.0,2788.0,23698.0,6082.0,7741.0,13823.0,26486.0,0.0,0.1552832011503291,0.1981743359521137,0.0,0.1215655812457657,12.156558124576575,Green,-0.4800145154870834,False
2025-03-01,Bihar,Banka,0.0,0.0,0.0,2100.0,23353.0,6904.0,7892.0,14796.0,25453.0,0.0,0.1662135747826282,0.1904451926674149,0.0,0.1236189877132757,12.361898771327576,Green,0.6577978335779257,False
2025-03-01,Bihar,Begusarai,0.0,0.0,0.0,3601.0,28482.0,13077.0,12307.0,25384.0,32083.0,0.0,0.2851558111842548,0.2400523756079311,0.0,0.1860780371560813,18.607803715608128,Green,0.8157203200224724,False
2025-03-01,Bihar,Bhagalpur,13.0,40.0,18.0,4949.0,37353.0,13344.0,11954.0,25298.0,42302.0,71.0,0.2841897144397762,0.3165132809577254,0.0051163796209555,0.2101647839495147,21.016478394951477,Green,1.1127745478754745,False
2025-03-01,Bihar,Bhojpur,0.0,0.0,0.0,2688.0,29327.0,5124.0,12146.0,17270.0,32015.0,0.0,0.1940057067110022,0.2395435839880284,0.0,0.1494653578808094,14.946535788080944,Green,0.5426887676720692,False
2025-03-01,Bihar,Buxar,0.0,0.0,0.0,1661.0,18351.0,3200.0,5001.0,8201.0,20012.0,0.0,0.0921274349008065,0.1497343808454919,0.0,0.0817712882139702,8.177128821397021,Green,0.5565232251955208,False
2025-03-01,Bihar,Darbhanga,0.0,0.0,0.0,2612.0,28474.0,13331.0,17721.0,31052.0,31086.0,0.0,0.3488283268552427,0.2325925925925925,0.0,0.2093091085198748,20.930910851987488,Green,0.4380994070755139,False
2025-03-01,Bihar,East Champaran,0.0,0.0,0.0,4175.0,47030.0,13825.0,20084.0,33909.0,51205.0,0.0,0.3809229594014693,0.3831275720164608,0.0,0.267307455365526,26.730745536552604,Green,0.30599471808240175,False
