month,state,district,enrol_age_0_5,enrol_age_5_17,enrol_age_18_greater,demo_demo_age_5_17,demo_demo_age_17_,bio_bio_age_5_17,bio_bio_age_17_,total_bio_updates,total_demo_updates,total_enrolments,norm_bio,norm_demo,norm_enrol,stress_score_raw,stress_score,risk_category
2025-03-01,Arunachal Pradesh,Lower Siang,0.0,0.0,0.0,22.0,66.0,26.0,12.0,38.0,88.0,0.0,0.00042687995686265694,0.0006584362139917695,0.0,0.00036828284694259364,0.03682828469425936,Green
2025-03-01,Arunachal Pradesh,Lower Subansiri,0.0,0.0,0.0,41.0,280.0,81.0,128.0,209.0,321.0,0.0,0.002347839762744613,0.0024017957351290683,0.0,0.0016596746256365659,0.16596746256365658,Green
2025-03-01,Arunachal Pradesh,Namsai,0.0,0.0,0.0,50.0,553.0,213.0,274.0,487.0,603.0,0.0,0.005470803657687209,0.004511784511784512,0.0,0.0035418568166102372,0.3541856816610237,Green
2025-03-01,Arunachal Pradesh,Pakke Kessang,0.0,0.0,0.0,0.0,0.0,12.0,6.0,18.0,0.0,0.0,0.0002022062953559954,0.0,0.0,8.088251814239817e-05,0.008088251814239817,Green
2025-03-01,Arunachal Pradesh,Papum Pare,0.0,0.0,0.0,163.0,1311.0,345.0,717.0,1062.0,1474.0,0.0,0.011930171426003729,0.011028806584362139,0.0,0.008080710545710133,0.8080710545710132,Green
2025-03-01,Arunachal Pradesh,Shi-Yomi,0.0,0.0,0.0,0.0,0.0,14.0,12.0,26.0,0.0,0.0,0.00029207575995866006,0.0,0.0,0.00011683030398346403,0.011683030398346403,Green
2025-03-01,Arunachal Pradesh,Siang,0.0,0.0,0.0,25.0,159.0,54.0,63.0,117.0,184.0,0.0,0.0013143409198139702,0.0013767302656191543,0.0,0.0009387554476113344,0.09387554476113344,Green
2025-03-01,Arunachal Pradesh,Tawang,0.0,0.0,0.0,27.0,117.0,120.0,78.0,198.0,144.0,0.0,0.0022242692489159496,0.0010774410774410774,0.0,0.001212940022798703,0.1212940022798703,Green
2025-03-01,Arunachal Pradesh,Tirap,0.0,0.0,0.0,18.0,235.0,61.0,41.0,102.0,253.0,0.0,0.001145835673683974,0.0018930041152263374,0.0,0.0010262355040414907,0.10262355040414907,Green
2025-03-01,Arunachal Pradesh,Upper Siang,0.0,0.0,0.0,12.0,40.0,53.0,72.0,125.0,52.0,0.0,0.0014042103844166347,0.00038907594463150015,0.0,0.000678406937156104,0.0678406937156104,Green
2025-03-01,Arunachal Pradesh,Upper Subansiri,0.0,0.0,0.0,106.0,570.0,217.0,342.0,559.0,676.0,0.0,0.006279628839111191,0.005057987280209502,0.0,0.004029247719707327,0.40292477197073273,Green
2025-03-01,Arunachal Pradesh,West Kameng,0.0,0.0,0.0,25.0,116.0,188.0,425.0,613.0,141.0,0.0,0.006886247725179177,0.0010549943883277216,0.0,0.0030709974065699875,0.30709974065699874,Green
2025-03-01,Arunachal Pradesh,West Siang,0.0,0.0,0.0,110.0,1156.0,212.0,175.0,387.0,1266.0,0.0,0.004347435350153901,0.009472502805836138,0.0,0.004580724981812402,0.4580724981812402,Green
2025-03-01,Assam,Baksa,11.0,14.0,13.0,397.0,4438.0,1333.0,527.0,1860.0,4835.0,38.0,0.020894650520119525,0.036176580621025065,0.0027383440224832455,0.020032337601100302,2.0032337601100303,Green
2025-03-01,Assam,Barpeta,24.0,34.0,10.0,821.0,9181.0,8751.0,2053.0,10804.0,10002.0,68.0,0.12136871194589857,0.07483726150392817,0.004900194566548966,0.07246872159950257,7.246872159950257,Green
2025-03-01,Assam,Biswanath,0.0,0.0,0.0,227.0,2732.0,524.0,317.0,841.0,2959.0,0.0,0.009447527466355118,0.02213991769547325,0.0,0.010420986295184023,1.0420986295184023,Green
2025-03-01,Assam,Bongaigaon,25.0,33.0,31.0,699.0,8681.0,3011.0,1170.0,4181.0,9380.0,89.0,0.0469680289379676,0.07018331462775906,0.00641348994739497,0.04176625294773325,4.176625294773325,Green
2025-03-01,Assam,Cachar,0.0,0.0,0.0,1234.0,10000.0,1988.0,2199.0,4187.0,11234.0,0.0,0.0470354310364196,0.08405536849981295,0.0,0.044030782964511725,4.403078296451173,Green
2025-03-01,Assam,Charaideo,0.0,0.0,0.0,145.0,1953.0,415.0,202.0,617.0,2098.0,0.0,0.006931182457480509,0.01569771791994014,0.0,0.007481788358974246,0.7481788358974246,Green
2025-03-01,Assam,Chirang,12.0,29.0,15.0,179.0,1711.0,1611.0,679.0,2290.0,1890.0,56.0,0.02572513424251275,0.01414141414141414,0.004035454348922678,0.015743114244106144,1.5743114244106144,Green
2025-03-01,Assam,Darrang,0.0,0.0,0.0,661.0,5819.0,663.0,942.0,1605.0,6480.0,0.0,0.018030061335909592,0.048484848484848485,0.0,0.021757479079818384,2.1757479079818385,Green
2025-03-01,Assam,Dhemaji,20.0,46.0,19.0,534.0,5979.0,1622.0,834.0,2456.0,6513.0,85.0,0.02758992563301804,0.04873176206509539,0.006125243208186208,0.027493071835191694,2.7493071835191696,Green
2025-03-01,Assam,Dhubri,89.0,229.0,98.0,1070.0,10824.0,6765.0,1655.0,8420.0,11894.0,416.0,0.09458761149430452,0.0889936401047512,0.02997766087771132,0.07352643489246057,7.352643489246057,Green
2025-03-01,Assam,Dibrugarh,10.0,12.0,14.0,338.0,5542.0,1444.0,2315.0,3759.0,5880.0,36.0,0.04222741468017704,0.04399551066217733,0.002594220652878864,0.030867885266587673,3.086788526658767,Green
2025-03-01,Assam,Goalpara,0.0,0.0,0.0,768.0,6461.0,715.0,734.0,1449.0,7229.0,0.0,0.01627760677615763,0.05408903853348297,0.0,0.02273775427050794,2.273775427050794,Green
2025-03-01,Assam,Golaghat,0.0,0.0,0.0,587.0,8416.0,704.0,704.0,1408.0,9003.0,0.0,0.015817025770068972,0.0673625140291807,0.0,0.026535564516781796,2.6535564516781793,Green
2025-03-01,Assam,Hailakandi,0.0,0.0,0.0,211.0,1822.0,355.0,439.0,794.0,2033.0,0.0,0.008919544361814464,0.015211372989150766,0.0,0.008131229641471015,0.8131229641471015,Green
2025-03-01,Assam,Hojai,27.0,42.0,20.0,319.0,3439.0,1585.0,1239.0,2824.0,3758.0,89.0,0.03172392100474061,0.02811821922933034,0.00641348994739497,0.023049081154913838,2.3049081154913837,Green
2025-03-01,Assam,Jorhat,0.0,0.0,0.0,320.0,5231.0,867.0,571.0,1438.0,5551.0,0.0,0.016154036262328968,0.041533857089412644,0.0,0.01892177163175538,1.8921771631755382,Green
2025-03-01,Assam,Kamrup,13.0,20.0,13.0,319.0,5222.0,2602.0,1197.0,3799.0,5541.0,46.0,0.042676762003190365,0.04145903479236812,0.003314837500900771,0.030502866489256816,3.0502866489256815,Green
2025-03-01,Assam,Kamrup Metro,0.0,0.0,0.0,579.0,5320.0,1936.0,1525.0,3461.0,5899.0,0.0,0.03887977712372778,0.044137673026561915,0.0,0.028793212757459687,2.8793212757459687,Green
2025-03-01,Assam,Karbi Anglong,0.0,0.0,0.0,675.0,6192.0,1984.0,1047.0,3031.0,6867.0,0.0,0.03404929340133456,0.05138047138047138,0.0,0.029033858774675236,2.9033858774675236,Green
2025-03-01,Assam,Karimganj,0.0,0.0,0.0,567.0,5374.0,963.0,859.0,1822.0,5941.0,0.0,0.020467770563256868,0.04445192667414889,0.0,0.021522686227547414,2.1522686227547414,Green
2025-03-01,Assam,Kokrajhar,91.0,169.0,80.0,538.0,3272.0,3407.0,873.0,4280.0,3810.0,340.0,0.048080163562425574,0.02850729517396184,0.02450097283274483,0.035134545826982236,3.5134545826982237,Green
2025-03-01,Assam,Lakhimpur,25.0,34.0,42.0,577.0,9766.0,1470.0,1353.0,2823.0,10343.0,101.0,0.03171268732166528,0.07738870183314628,0.007278230165021258,0.03808515452811638,3.808515452811638,Green
2025-03-01,Assam,Majuli,0.0,0.0,0.0,55.0,569.0,343.0,101.0,444.0,624.0,0.0,0.004987755285447887,0.0046689113355780016,0.0,0.003395775514852555,0.3395775514852555,Green
2025-03-01,Assam,Marigaon,117.0,184.0,245.0,1006.0,7948.0,2305.0,1218.0,3523.0,8954.0,546.0,0.03957626547439844,0.06699588477366254,0.03934567990199611,0.04773297559245697,4.773297559245697,Green
2025-03-01,Assam,Nagaon,19.0,15.0,22.0,1216.0,16723.0,3208.0,5081.0,8289.0,17939.0,56.0,0.09311599901143588,0.1342237186681631,0.004035454348922678,0.07872415150970008,7.872415150970008,Green
2025-03-01,Assam,Nalbari,0.0,0.0,0.0,509.0,4658.0,2028.0,335.0,2363.0,5167.0,0.0,0.026545193107012064,0.0386606808829031,0.0,0.022216281507675757,2.2216281507675757,Green
2025-03-01,Assam,North Cachar Hills,0.0,0.0,0.0,74.0,648.0,79.0,104.0,183.0,722.0,0.0,0.002055764002785953,0.005402169846614291,0.0,0.0024429565550986685,0.24429565550986684,Green
2025-03-01,Assam,Sibsagar,0.0,0.0,0.0,146.0,1460.0,801.0,310.0,1111.0,1606.0,0.0,0.01248062189669505,0.012016460905349793,0.0,0.00859718703028296,0.8597187030282959,Green
2025-03-01,Assam,Sonitpur,10.0,28.0,43.0,802.0,9796.0,1830.0,1158.0,2988.0,10598.0,81.0,0.033566245029095235,0.07929667040778152,0.005836996468977445,0.038966598074665786,3.8966598074665786,Green
2025-03-01,Assam,South Salmara Mankachar,0.0,0.0,0.0,197.0,3153.0,249.0,133.0,382.0,3350.0,0.0,0.004291266934777236,0.02506546950991395,0.0,0.00923614762688508,0.9236147626885081,Green
2025-03-01,Assam,Tinsukia,84.0,170.0,101.0,499.0,7786.0,1135.0,846.0,1981.0,8285.0,355.0,0.022253926172234827,0.06199027310138421,0.02558189810477769,0.0351732218307425,3.51732218307425,Green
2025-03-01,Assam,Udalguri,10.0,46.0,34.0,367.0,4869.0,2332.0,951.0,3283.0,5236.0,90.0,0.036880181536318495,0.03917695473251029,0.006485551632197161,0.028450824523939634,2.8450824523939633,Green
2025-03-01,Assam,West Karbi Anglong,0.0,0.0,0.0,56.0,360.0,76.0,159.0,235.0,416.0,0.0,0.0026399155227032735,0.003112607557052001,0.0,0.00198974847619691,0.198974847619691,Green
2025-03-01,Bihar,Araria,0.0,0.0,0.0,2774.0,32707.0,13043.0,13990.0,27033.0,35481.0,0.0,0.3036801545754791,0.2654769921436588,0.0,0.20111515947328928,20.11151594732893,Green
2025-03-01,Bihar,Arwal,0.0,0.0,0.0,558.0,5961.0,1438.0,3294.0,4732.0,6519.0,0.0,0.053157788312476126,0.04877665544332211,0.0,0.03589611195798709,3.5896111957987085,Green
2025-03-01,Bihar,Aurangabad,0.0,0.0,0.0,2788.0,23698.0,6082.0,7741.0,13823.0,26486.0,0.0,0.15528320115032915,0.19817433595211373,0.0,0.12156558124576577,12.156558124576577,Green
2025-03-01,Bihar,Banka,0.0,0.0,0.0,2100.0,23353.0,6904.0,7892.0,14796.0,25453.0,0.0,0.16621357478262822,0.1904451926674149,0.0,0.12361898771327576,12.361898771327576,Green
2025-03-01,Bihar,Begusarai,0.0,0.0,0.0,3601.0,28482.0,13077.0,12307.0,25384.0,32083.0,0.0,0.28515581118425487,0.24005237560793116,0.0,0.1860780371560813,18.607803715608128,Green
2025-03-01,Bihar,Bhagalpur,13.0,40.0,18.0,4949.0,37353.0,13344.0,11954.0,25298.0,42302.0,71.0,0.2841897144397762,0.3165132809577254,0.005116379620955538,0.21016478394951474,21.016478394951474,Green
2025-03-01,Bihar,Bhojpur,0.0,0.0,0.0,2688.0,29327.0,5124.0,12146.0,17270.0,32015.0,0.0,0.19400570671100226,0.2395435839880284,0.0,0.14946535788080945,14.946535788080945,Green
2025-03-01,Bihar,Buxar,0.0,0.0,0.0,1661.0,18351.0,3200.0,5001.0,8201.0,20012.0,0.0,0.09212743490080658,0.14973438084549195,0.0,0.08177128821397021,8.177128821397021,Green
2025-03-01,Bihar,Darbhanga,0.0,0.0,0.0,2612.0,28474.0,13331.0,17721.0,31052.0,31086.0,0.0,0.34882832685524273,0.23259259259259257,0.0,0.20930910851987486,20.930910851987488,Green
2025-03-01,Bihar,East Champaran,0.0,0.0,0.0,4175.0,47030.0,13825.0,20084.0,33909.0,51205.0,0.0,0.38092295940146936,0.38312757201646086,0.0,0.267307455365526,26.730745536552604,Green
2025-03-01,Bihar,Gaya,0.0,0.0,0.0,5828.0,49924.0,16486.0,21241.0,37727.0,55752.0,0.0,0.42381316138309105,0.4171492704826038,0.0,0.2946700456980176,29.46700456980176,Green
2025-03-01,Bihar,Gopalganj,0.0,0.0,0.0,2129.0,22709.0,6451.0,7603.0,14054.0,24838.0,0.0,0.15787818194073108,0.18584362139917696,0.0,0.11890435919604553,11.890435919604553,Green
2025-03-01,Bihar,Jamui,0.0,0.0,0.0,1393.0,15286.0,6531.0,6134.0,12665.0,16679.0,0.0,0.14227459614909344,0.12479610924055368,0.0,0.09434867123180347,9.434867123180348,Green
2025-03-01,Bihar,Jehanabad,0.0,0.0,0.0,988.0,8898.0,2391.0,4017.0,6408.0,9886.0,0.0,0.07198544114673436,0.07396932285821174,0.0,0.05098497331615727,5.098497331615727,Green
2025-03-01,Bihar,Kaimur (Bhabua),0.0,0.0,0.0,847.0,8728.0,6479.0,7450.0,13929.0,9575.0,0.0,0.15647397155631446,0.07164234942012719,0.0,0.08408229344856394,8.408229344856395,Green
2025-03-01,Bihar,Katihar,0.0,0.0,0.0,2845.0,33082.0,16676.0,16958.0,33634.0,35927.0,0.0,0.3778336965557528,0.26881406659184437,0.0,0.23177769859985442,23.177769859985442,Green
2025-03-01,Bihar,Khagaria,0.0,0.0,0.0,1450.0,12708.0,6128.0,6877.0,13005.0,14158.0,0.0,0.1460940483947067,0.10593340815563038,0.0,0.09021764180457179,9.021764180457179,Green
2025-03-01,Bihar,Kishanganj,0.0,0.0,0.0,1811.0,25016.0,7612.0,8682.0,16294.0,26827.0,0.0,0.18304163202947718,0.2007257762813318,0.0,0.13343438569619043,13.343438569619043,Green
2025-03-01,Bihar,Lakhisarai,0.0,0.0,0.0,777.0,7918.0,3715.0,3972.0,7687.0,8695.0,0.0,0.08635332180008537,0.06505798728020949,0.0,0.054058724904096994,5.405872490409699,Green
2025-03-01,Bihar,Madhepura,0.0,0.0,0.0,1283.0,17649.0,6355.0,11462.0,17817.0,18932.0,0.0,0.20015053135320945,0.14165357276468388,0.0,0.12255628437068894,12.255628437068895,Green
2025-03-01,Bihar,Madhubani,46.0,235.0,49.0,3407.0,41495.0,16996.0,20887.0,37883.0,44902.0,330.0,0.425565615942843,0.3359670781893004,0.023780355984722924,0.27815047662934417,27.81504766293442,Green
2025-03-01,Bihar,Munger,0.0,0.0,0.0,992.0,13363.0,3099.0,4705.0,7804.0,14355.0,0.0,0.08766766271989934,0.1074074074074074,0.0,0.06728928731018195,6.728928731018195,Green
